pitcher_id,pitcher_trackman_id,conf
22743,65062,0.9555512795843756
22759,64021,0.9982254520872064
22761,65639,0.9895752895752896
22763,62908,0.8333333333333334
22772,77927,0.9830454254638515
22776,65042,0.9721627408993576
22782,65769,0.9867517956903432
22784,65696,1.0
22785,65392,1.0
22786,65661,1.0
22795,67122,0.9975369458128078
22810,62918,1.0
22815,66103,0.9926470588235294
22820,66145,0.9853658536585366
22821,66160,1.0
22834,66291,0.9945533769063181
22836,64267,0.9814814814814815
22840,65241,0.9927184466019418
22842,64255,1.0
22851,76350,0.9722222222222222
22867,66305,0.9755291005291006
22869,61396,1.0
22870,65348,0.9851851851851852
22881,66398,1.0
22890,65320,0.9980374665477253
22893,65514,1.0
22899,64580,0.9890164752870694
22901,65522,0.9859402460456942
22904,66556,1.0
22905,63512,0.975669099756691
22908,65516,0.9993047278506159
22911,75321,0.9789621318373072
22915,72862,1.0
22922,64047,0.960618846694796
22923,65509,0.9848484848484849
22925,64718,0.9986440677966102
22926,66557,0.9821029082774049
22932,66630,1.0
22933,66660,1.0
22960,66705,1.0
22964,66741,0.9821615949632738
22978,74167,0.993103448275862
22985,65703,1.0
22996,74857,0.9653125
23005,66492,0.9838056680161943
23023,66444,1.0
23024,66493,0.989247311827957
23030,66451,0.9907932011331445
23035,65933,0.998409226486379
23041,64960,1.0
23043,65949,0.9890764647467726
23047,64995,0.990745501285347
23053,65064,1.0
23054,65964,0.9741935483870968
23082,77563,0.9814814814814815
23090,73248,0.9857328145265889
23091,65702,1.0
23092,63894,0.9795008912655971
23094,66859,1.0
23097,65844,0.9945652173913043
23101,64896,0.9885964912280701
23105,64861,0.9984346464909992
23110,62056,0.9884238646482636
23112,64768,0.9860709592641261
23115,65827,1.0
23116,65464,1.0
23117,61896,1.0
23122,64759,0.9848942598187311
23137,65398,0.9899244332493703
23139,66801,0.9771428571428571
23145,66858,0.9949622166246851
23150,63104,1.0
23151,66064,0.9742388758782201
23154,64029,0.9704724409448819
23157,66047,0.9861932938856016
23158,66068,0.9848484848484849
23175,66039,1.0
23177,66201,0.9965397923875432
23182,62294,0.9826589595375722
23190,63492,0.9731022115959355
23194,66956,1.0
23204,573348,0.9979123173277662
23206,66920,0.9982703236965653
23225,67119,0.9513855128828391
23229,67143,0.999315693430657
23231,67116,0.9892818863879957
23232,67164,0.9929824561403509
23235,67246,0.98562874251497
23236,67259,0.9850746268656716
23238,67266,0.9688581314878892
23240,67260,1.0
23257,67954,0.9896414342629483
23258,67956,0.9848866498740554
23260,67962,0.9861932938856016
23262,67944,1.0
23267,67989,1.0
23284,67365,0.9827089337175793
23286,67360,1.0
23288,67391,0.974019225772928
23289,64051,0.9972222222222222
23293,67646,0.9933407325194229
23294,67640,0.9629629629629629
23302,67604,1.0
23305,67606,1.0
23306,65616,0.9939408628211343
23307,67603,0.9912796592983167
23312,67828,0.9837461300309598
23314,67863,0.9985935302390999
23331,67768,1.0
23332,67762,1.0
23334,67737,0.9872249822569198
23336,67711,1.0
23342,67591,0.9427609427609428
23343,67588,1.0
23347,67539,0.9925528229996536
23348,493193,1.0
23352,65206,1.0
23360,64464,1.0
23361,67467,0.9974093264248705
23362,67443,0.9907407407407407
23363,67421,0.9769766737352318
23366,67454,0.9732620320855615
23369,67419,0.982521847690387
23383,67048,0.9836065573770492
23384,67066,1.0
23385,67045,1.0
23411,502010,0.9983354140657511
23414,67703,0.9684857801691007
23415,458676,1.0
23418,65109,0.9844070578580222
23421,68130,0.9962008141112618
23422,68135,0.9959839357429718
23423,68157,1.0
23424,68159,0.9949698189134809
23426,65117,0.9873367629600317
23428,68107,1.0
23429,68109,0.9958100558659218
23431,68114,1.0
23437,66018,0.9826240241752707
23439,61268,0.9819004524886877
23440,68341,0.9950542822677925
23444,68362,1.0
23446,68391,1.0
23447,68397,0.96
23455,68556,0.9716417910447761
23458,68529,1.0
23459,68585,0.9701417004048583
23461,68589,1.0
23462,68501,0.9798270893371758
23475,68036,0.9824945295404814
23476,68050,1.0
23478,68043,0.9889215464616776
23479,68067,1.0
23484,68092,0.9834384858044164
23485,68093,1.0
23487,68096,0.9783783783783784
23488,68097,1.0
23496,63628,0.9899175068744271
23497,68616,1.0
23498,64615,1.0
23499,65618,1.0
23500,68659,1.0
23501,68639,0.9792134831460674
23502,68617,1.0
23504,68619,0.9829755736491488
23512,65496,0.9923497267759562
23513,68415,0.9903147699757869
23514,68454,1.0
23515,68403,0.9778543307086615
23516,68406,1.0
23518,68419,0.9982274741506647
23519,68413,1.0
23520,68409,1.0
23532,68830,0.9773755656108597
23534,68815,1.0
23535,68801,1.0
23536,64805,0.9902071563088513
23537,68804,1.0
23538,68848,0.9904761904761905
23540,68856,0.9801462904911181
23542,68896,0.9747003994673769
23554,63292,0.9988732394366198
23555,68220,0.9989982469321312
23556,61962,0.9875
23557,68240,0.9988642816581488
23558,68242,0.9693699965193178
23560,68260,0.9726027397260274
23561,67263,0.9986075009283327
23564,68269,0.9843014128728415
23565,68200,0.9932432432432432
23567,68797,0.9913494809688581
23568,68703,0.9985964912280701
23574,68701,0.9955156950672646
23575,64496,1.0
23589,68928,0.9901415571284126
23590,68900,0.9911275415896488
23591,68908,1.0
23593,68902,0.9992857142857143
23596,63936,1.0
23597,63961,0.9796167957602935
23598,68905,1.0
23599,68910,1.0
23600,65937,1.0
23614,65643,0.9716699801192843
23615,68453,1.0
23617,68249,0.9931756141947224
23618,64198,1.0
23624,68201,1.0
23627,62611,0.976017130620985
23628,61295,0.9838565022421525
23630,66609,0.9733451799200356
23631,63991,0.9973169796857033
23632,63638,0.9879789631855748
23633,543391,0.9976019184652278
23634,69134,0.9763739085772984
23636,69158,0.9988726042841037
23637,69159,0.9648028962188254
23638,69168,0.9944979367262724
23640,69104,0.9836289222373806
23642,69108,0.9873807325330871
23643,69111,0.9917582417582418
23644,69113,0.9971469329529244
23648,66663,1.0
23650,69620,0.9887278582930756
23651,545363,1.0
23652,69643,1.0
23653,69645,0.9916943521594684
23654,69646,1.0
23655,69656,1.0
23659,69629,1.0
23660,69630,1.0
23665,65665,0.9800697558545092
23670,64501,1.0
23672,69539,0.9984639016897081
23673,69550,1.0
23676,69594,0.9921171171171171
23680,69507,1.0
23682,68592,1.0
23684,69516,1.0
23689,64554,0.9899244332493703
23690,63791,0.9954545454545455
23693,69737,1.0
23694,599683,1.0
23695,69745,0.9954248366013072
23696,518445,0.9984603541185527
23697,69762,1.0
23699,69767,1.0
23703,69703,0.9886075949367089
23708,69709,0.9722222222222222
23713,69413,1.0
23714,64769,1.0
23717,69435,1.0
23719,69446,0.9969455831524797
23721,69404,0.9841269841269841
23727,68207,1.0
23729,68209,0.9615384615384616
23731,69213,0.9865563598759048
23736,69204,0.9932546374367622
23737,69205,0.9938053097345133
23738,69206,0.9797297297297297
23740,69208,1.0
23743,69211,0.9975786924939467
23745,518852,0.9974324838341575
23747,69328,0.9889042995839112
23748,69399,0.975
23749,69360,0.9862107004964148
23751,69367,0.9954579863739591
23754,69391,1.0
23758,621245,0.9984552008238929
23759,69813,0.9599456890699253
23761,69839,0.9959908361970218
23762,65897,0.9924812030075187
23763,69860,1.0
23764,69893,0.9586206896551724
23765,65801,1.0
23766,69934,0.9929390997352162
23767,69940,1.0
23769,69962,0.9942888224095731
23771,69969,0.9938208032955715
23772,69974,0.9830220713073005
23775,69991,1.0
23777,69994,1.0
23779,69996,1.0
23781,593417,0.9971130915024476
23782,571035,0.9973686518726428
23783,69047,0.9300699300699301
23784,534648,0.9842931937172775
23786,69041,0.9777397260273972
23787,69054,0.9717978848413631
23790,69068,0.9838150289017341
23794,68068,0.9830508474576272
23819,61165155,0.21232876712328766
23843,543184,1.0
23848,75421,0.9585072428185613
23849,594902,0.9992892679459844
23850,69098,1.0
23852,50126,0.9986908852888234
23853,50157,0.9955680902497985
23856,50105,1.0
23857,50106,0.9736137667304016
23858,50107,0.9829059829059829
23860,50109,0.9858156028368794
23863,50114,0.9927184466019418
23866,69803,1.0
23867,69801,1.0
23868,50430,0.9963898916967509
23869,50441,1.0
23870,50449,0.9990525817148271
23871,50464,0.9994818652849741
23872,50411,1.0
23874,50412,1.0
23879,64498,1.0
23880,571527,0.9966864142986244
23884,50573,1.0
23885,50594,0.9666666666666667
23886,50592,0.990909090909091
23887,50563,0.9911504424778761
23893,50556,0.9723650385604113
23895,50596,1.0
23897,573185,0.9991935483870967
23898,592716,1.0
23902,65411,0.9914921465968587
23903,50859,0.9987531172069826
23904,50812,0.934819897084048
23908,50811,1.0
23909,50813,1.0
23910,50814,0.9534883720930233
23912,50818,1.0
23914,620982,0.9996229260935143
23915,592468,0.9990277102576568
23916,543193,1.0
23917,605156,1.0
23920,50622,1.0
23921,50604,1.0
23922,50613,1.0
23923,50641,1.0
23927,50650,0.9893048128342246
23929,50662,0.9706959706959707
23930,50720,0.9953617810760668
23931,50758,1.0
23932,50726,0.9940209267563528
23933,50710,0.9932203389830508
23934,50711,1.0
23935,50705,0.9681731381285805
23936,50712,1.0
23942,50706,1.0
23943,50708,1.0
23944,623167,1.0
23947,50262,0.9962406015037594
23950,50294,1.0
23951,50296,0.9781591263650546
23952,50298,1.0
23953,50203,0.9895238095238095
23954,50205,0.9934747145187602
23955,50206,0.9768115942028985
23959,50211,1.0
23962,605541,0.9966873706004141
23963,50992,0.9982788296041308
23964,50995,0.9910714285714286
23966,50901,0.991304347826087
23967,50900,1.0
23968,50905,1.0
23972,50904,0.9975278121137207
23977,50354,0.9943977591036415
23979,50360,0.9922375970300371
23982,50393,0.983030303030303
23984,50395,1.0
23985,50397,1.0
23987,628333,0.9978665402394216
23988,50030,0.9972204054937868
23991,50036,0.9893428063943162
24011,51154,0.9917948717948718
24012,51163,0.9910714285714286
24013,51110,0.9992917847025495
24015,51104,0.9285714285714286
24017,51109,0.993006993006993
24018,51111,0.9910371318822023
24020,51143,1.0
24021,605498,0.9954648526077098
24026,51058,0.9966996699669967
24027,51060,0.9657534246575342
24028,51097,0.9633649932157394
24036,51597,1.0
24038,51516,0.9941706412294647
24039,51586,0.9921259842519685
24042,51594,0.9799599198396793
24043,575070,1.0
24044,51526,0.984313725490196
24045,51592,1.0
24047,51546,0.9937304075235109
24048,51564,0.875
24051,51867,1.0
24052,592499,1.0
24053,521655,0.9989051894022334
24055,51897,0.9886135298057602
24056,51895,0.9785575048732943
24059,51809,0.9459459459459459
24063,51454,0.9765751211631664
24064,51460,1.0
24065,51462,1.0
24069,51408,1.0
24073,51411,1.0
24076,51948,0.9958527734577501
24078,51994,0.9843342036553525
24084,51901,1.0
24085,641149,0.9984319874558997
24086,51359,0.9890438247011952
24088,51393,0.9906542056074766
24089,51301,0.959904248952723
24094,51306,0.9902439024390244
24097,595001,1.0
24099,51230,0.9912822375590266
24100,51264,0.9963942307692307
24102,51294,0.9905660377358491
24104,51296,1.0
24105,51297,1.0
24107,51299,0.9824561403508771
24109,664641,1.0
24110,621141,0.9984391259105099
24112,51204,0.9915966386554622
24113,51202,1.0
24115,51648,0.9972222222222222
24117,51665,0.9935897435897436
24118,51668,1.0
24126,596043,1.0
24129,51715,0.9938022931515339
24131,51796,1.0
24133,51761,0.9988221436984688
24135,51702,1.0
24136,51713,0.9801285797779077
24140,543001,1.0
24146,543557,1.0
24147,543208,1.0
24151,649963,1.0
24152,52149,1.0
24153,52140,0.9673202614379085
24154,52163,1.0
24156,52168,1.0
24157,52119,0.972972972972973
24161,52123,1.0
24164,592644,0.9977075904228222
24165,52867,0.983739837398374
24166,52873,0.9889655172413793
24167,52844,1.0
24168,52864,1.0
24169,52868,0.9836065573770492
24170,52895,1.0
24173,52809,1.0
24178,52330,0.9822820694542878
24179,52394,0.9661654135338346
24181,52391,1.0
24183,52395,0.9884088514225501
24184,52396,1.0
24185,52397,0.9748563218390804
24193,621169,0.9980487804878049
24197,52994,0.9883381924198251
24198,52995,1.0
24201,52902,1.0
24202,52901,0.6875
24203,52905,1.0
24205,52903,0.9941792782305006
24209,52530,0.9968823070927514
24211,52558,0.9818621523579202
24213,52560,0.9615384615384616
24222,656212,0.9991282870841203
24223,642098,0.9970824215900802
24224,52204,0.9907749077490775
24226,52295,1.0
24229,52203,1.0
24234,52206,0.9927483683828862
24237,476594,1.0
24239,467100,1.0
24240,52701,0.999722145040289
24241,52731,1.0
24244,52702,1.0
24246,52703,0.7837837837837838
24247,52714,1.0
24248,52715,1.0
24252,52060,0.96288
24253,52063,1.0
24254,52065,1.0
24258,52007,1.0
24259,52003,1.0
24262,52005,1.0
24265,52639,0.9844810863239574
24267,52659,1.0
24268,52661,0.9869281045751634
24269,543594,1.0
24271,657122,1.0
24276,52440,1.0
24277,52460,1.0
24281,52417,1.0
24283,544150,0.9978963975808572
24286,52641,0.9826539462272333
24293,52711,1.0
24300,605138,0.9991773609740046
24303,606162,0.9958762886597938
24305,570240,0.9988363974866186
24306,623381,0.9972948602344455
24307,596049,1.0
24310,663399,0.996299722479186
24313,571616,1.0
24314,53919,1.0
24317,53973,0.9725085910652921
24319,53996,0.9860494610019024
24327,607200,0.9983746444534742
24328,53259,1.0
24329,53262,0.9964850615114236
24333,53297,1.0
24334,53298,0.9642857142857143
24338,53203,0.9166666666666666
24339,53202,0.9838709677419355
24340,668766,1.0
24343,53164,1.0
24344,53139,0.9742647058823529
24346,53101,1.0
24349,53102,0.9905660377358491
24355,53754,0.994161801501251
24358,53701,1.0
24369,53711,1.0
24370,572143,1.0
24373,53562,1.0
24374,53540,1.0
24376,53594,0.9821428571428571
24377,53560,1.0
24380,53596,1.0
24387,658431,1.0
24388,641312,1.0
24389,53613,1.0
24392,53609,0.9908424908424909
24394,53615,1.0
24398,53312,0.9910714285714286
24399,53300,1.0
24401,53301,0.9700598802395209
24410,642558,0.9991564740615774
24411,53455,1.0
24412,53469,1.0
24420,53409,1.0
24423,642203,1.0
24424,676641,0.9950920245398773
24425,53029,1.0
24433,53005,0.9047619047619048
24434,53006,1.0
24440,668948,1.0
24444,53892,0.9721271393643032
24446,53897,1.0
24447,53898,0.9995956328346138
24450,53806,1.0
24451,53808,1.0
24452,53809,0.9714285714285714
24459,645307,1.0
24460,606273,0.9980408620207109
24461,641855,1.0
24463,532936,1.0
24465,658792,1.0
24467,668684,1.0
24469,54561,0.9929453262786596
24477,54503,1.0
24478,54504,0.9871794871794872
24482,54537,1.0
24483,608650,0.9985185185185185
24484,683412,0.9942938659058488
24485,54149,0.9685362517099864
24486,54103,1.0
24487,54104,0.9858657243816255
24488,54105,0.9879518072289156
24494,667498,1.0
24498,54802,0.9719626168224299
24499,54803,0.9878048780487805
24502,54807,0.9242424242424242
24508,641447,0.9973063973063973
24509,606996,0.9947275922671354
24512,54900,1.0
24515,54903,0.9935483870967742
24516,54904,1.0
24518,54906,1.0
24525,54913,1.0
24527,54263,0.9887525562372188
24531,54213,1.0
24533,54215,1.0
24535,54217,1.0
24537,54404,0.9751552795031055
24540,660593,1.0
24541,657756,0.9983726606997559
24544,54729,0.9953632148377125
24546,54768,0.9931972789115646
24552,54705,1.0
24559,640444,0.9774011299435028
24560,664942,0.996958174904943
24565,54645,1.0
24566,54608,1.0
24568,54319,1.0
24570,646241,1.0
24571,54362,0.9869281045751634
24572,54363,1.0
24573,54368,0.9919191919191919
24577,54302,0.9878048780487805
24579,54304,0.9893617021276596
24580,54350,0.98989898989899
24585,54505,1.0
24587,54502,1.0
24591,54406,1.0
24596,54401,1.0
24597,54403,1.0
24602,66492,0.5714285714285714
24604,547943,0.9983291562238931
24605,54221,1.0
24607,54063,0.993085566119274
24608,54064,0.9981203007518797
24609,54094,0.9722222222222222
24618,54013,0.8888888888888888
24619,623454,1.0
24621,54014,0.9629629629629629
24622,54843,1.0
24623,642545,0.9943262411347518
24624,682027,1.0
24625,54616,0.9433962264150944
24626,680802,1.0
24627,666364,1.0
24629,622694,1.0
24631,641778,1.0
24633,657770,1.0
